KillDeathRatio,HeadshotKillRatio,WinRatio,Top10Ratio
1.04,0.25,1.2,12.6
2.98,0.17,14.96,33.9
0.38,0.12,0.91,17.3
1.11,0.19,2.1,10.5
1.68,0.18,1.2,21.7
1.19,0.25,3.23,25.4
1.11,0.17,2.22,16.7
1.29,0.26,1.42,10.6
1.2,0.14,0.0,14.8
1.42,0.24,1.19,11.9
1.64,0.24,4.2,21.0
1.84,0.22,5.19,24.4
0.69,0.11,0.0,10.5
2.06,0.28,3.56,20.9
1.29,0.21,1.31,9.2
0.29,0.11,0.0,28.7
0.8,0.19,0.0,4.4
0.77,0.12,2.35,22.4
1.88,0.19,4.6,18.4
1.07,0.2,1.13,7.3
1.31,0.2,1.6,8.7
1.62,0.23,7.69,31.7
0.79,0.22,0.0,10.9
0.58,0.21,0.6,14.9
0.89,0.16,1.49,14.9
1.46,0.2,4.1,22.8
1.33,0.25,2.38,8.3
1.48,0.14,4.8,22.4
1.31,0.25,1.81,5.4
1.07,0.14,1.3,17.5
0.69,0.16,0.52,18.6
0.98,0.21,1.65,7.1
1.17,0.18,8.54,30.5
1.1,0.23,0.41,7.8
2.26,0.24,7.61,27.2
0.91,0.16,0.0,5.0
1.14,0.15,1.74,11.3
1.3,0.17,3.52,16.9
1.43,0.2,1.08,11.8
0.96,0.23,0.0,9.8
1.36,0.2,3.23,20.4
0.9,0.2,1.03,8.2
0.86,0.17,0.0,6.2
0.61,0.18,0.0,10.3
1.01,0.21,0.0,3.4
1.02,0.22,0.91,10.0
0.69,0.21,0.91,7.8
1.18,0.17,0.0,11.0
1.18,0.26,0.0,6.7
1.02,0.26,0.71,8.3
2.25,0.21,6.77,27.8
1.01,0.27,1.23,4.9
1.35,0.22,2.02,12.1
0.35,0.19,0.0,9.0
2.56,0.2,6.21,23.0
1.61,0.19,3.6,13.5
1.29,0.21,3.2,8.8
1.0,0.2,1.66,11.6
1.33,0.11,0.96,13.5
0.92,0.17,0.0,10.9
1.97,0.24,6.09,27.8
0.81,0.24,0.67,10.0
1.56,0.25,1.77,9.7
1.2,0.16,1.42,11.3
1.01,0.21,0.8,8.0
0.87,0.16,0.85,19.7
1.05,0.25,1.79,11.3
1.13,0.25,0.92,9.2
1.71,0.24,0.86,10.3
1.15,0.19,1.49,14.9
1.07,0.12,0.0,10.9
1.42,0.18,3.7,24.1
1.02,0.28,2.2,18.1
0.8,0.28,1.21,10.9
1.41,0.24,0.0,9.7
0.38,0.18,0.0,12.5
0.92,0.16,3.17,12.7
1.94,0.26,3.7,7.4
1.15,0.2,1.12,5.6
1.62,0.18,2.76,19.3
0.73,0.22,0.93,10.2
1.51,0.23,2.28,10.0
0.97,0.2,0.92,4.6
1.6,0.23,0.0,9.2
0.26,0.22,0.0,7.8
1.38,0.23,3.0,27.0
1.72,0.2,3.27,11.1
1.1,0.23,1.92,20.2
2.27,0.26,4.35,13.0
0.84,0.19,0.0,8.5
1.86,0.25,1.14,7.5
1.49,0.17,1.68,17.8
1.15,0.19,1.41,9.2
1.28,0.22,1.83,7.3
1.25,0.25,0.79,7.1
2.02,0.21,1.68,26.9
0.83,0.19,0.0,6.6
1.03,0.15,1.46,12.4
2.17,0.17,3.23,13.3
1.73,0.21,0.71,6.4
0.71,0.25,0.5,8.0
0.65,0.29,0.0,11.9
1.29,0.25,0.0,11.6
0.88,0.14,3.4,24.5
2.15,0.22,2.05,10.3
1.29,0.17,1.82,10.0
0.73,0.16,0.72,8.3
1.07,0.2,1.71,11.1
1.66,0.25,2.44,12.2
0.72,0.17,0.93,17.8
1.19,0.18,1.02,9.2
1.92,0.19,5.62,12.4
1.84,0.29,7.5,30.0
2.81,0.2,10.1,24.2
1.21,0.17,2.5,17.5
1.07,0.15,3.48,15.7
0.86,0.2,2.91,30.2
1.89,0.22,3.1,15.2
1.65,0.24,1.25,17.5
0.94,0.24,0.61,11.0
1.59,0.22,3.09,10.8
2.3,0.27,5.38,14.0
1.03,0.21,1.44,17.3
0.98,0.22,0.0,13.0
0.78,0.23,0.0,10.6
1.84,0.15,3.0,18.0
1.13,0.28,1.28,6.4
0.75,0.22,0.0,6.8
2.01,0.24,1.08,11.3
1.56,0.24,0.95,6.7
2.71,0.24,3.09,7.2
1.31,0.16,0.0,13.5
1.36,0.19,4.35,13.0
0.95,0.26,0.0,10.7
0.92,0.32,0.0,19.1
2.21,0.26,3.41,15.9
1.69,0.2,2.07,10.6
0.93,0.23,0.0,4.1
0.94,0.19,1.84,14.7
1.89,0.24,1.6,11.7
0.98,0.26,1.54,6.2
0.82,0.2,0.74,7.8
0.99,0.23,2.22,8.9
1.44,0.24,2.53,20.2
1.31,0.22,3.0,24.0
2.09,0.2,3.42,15.4
2.57,0.22,8.89,29.6
0.69,0.1,2.36,19.7
1.77,0.18,4.04,19.2
0.78,0.26,0.85,10.3
0.67,0.19,0.0,11.7
1.83,0.28,10.0,28.8
1.41,0.15,1.25,7.5
0.85,0.2,1.0,18.0
0.71,0.27,0.0,6.5
1.26,0.16,3.57,20.2
2.5,0.24,5.88,19.0
0.78,0.1,0.3,11.8
1.92,0.19,2.76,18.0
1.53,0.26,1.05,8.4
1.04,0.16,0.0,4.3
1.7,0.26,6.82,23.9
2.32,0.25,7.14,19.8
1.15,0.22,3.26,13.0
1.27,0.21,0.42,5.9
0.77,0.11,0.0,18.1
0.7,0.12,1.8,15.3
1.2,0.35,0.0,8.7
2.16,0.2,8.47,26.8
1.36,0.29,2.35,28.2
1.96,0.24,0.92,10.1
1.72,0.23,4.84,19.4
1.22,0.21,2.33,16.0
0.64,0.15,0.0,10.7
1.5,0.32,4.2,18.2
1.29,0.18,3.52,17.6
0.9,0.23,0.0,8.2
1.29,0.19,0.79,9.5
0.93,0.12,0.76,7.6
0.92,0.26,2.56,14.4
0.92,0.19,1.21,11.7
0.83,0.25,1.16,9.2
0.78,0.25,0.0,9.0
0.82,0.2,3.16,13.7
0.78,0.24,0.39,8.3
1.02,0.31,1.59,10.3
1.15,0.13,0.89,10.3
1.72,0.3,2.5,26.2
0.98,0.28,0.51,7.4
1.27,0.16,3.79,9.8
1.92,0.18,2.83,14.2
1.59,0.21,4.42,26.5
1.65,0.21,3.08,35.4
0.82,0.2,0.54,8.6
2.09,0.27,3.7,14.1
0.9,0.22,0.0,14.9
2.17,0.2,9.18,36.7
0.99,0.16,0.98,8.8
0.49,0.24,0.0,15.2
2.44,0.26,12.13,43.0
3.28,0.2,10.53,30.7
1.66,0.13,1.87,15.9
0.44,0.14,0.58,10.4
0.77,0.22,2.84,11.3
1.57,0.27,3.12,13.4
0.42,0.14,0.85,17.1
1.55,0.17,1.68,6.7
1.1,0.17,3.48,20.9
2.09,0.34,4.14,6.9
1.13,0.2,1.37,10.5
0.58,0.28,0.88,12.8
0.99,0.2,0.92,6.4
1.85,0.28,1.2,14.5
0.68,0.27,0.41,8.6
0.64,0.26,0.16,6.1
0.92,0.16,1.08,13.4
1.31,0.15,0.0,8.3
0.73,0.16,1.49,13.4
0.84,0.22,0.53,9.6
0.84,0.2,2.35,11.8
0.79,0.17,0.65,16.1
0.77,0.16,0.0,4.9
0.63,0.26,0.41,7.4
1.75,0.27,4.23,13.6
1.57,0.16,3.77,28.3
2.2,0.22,6.38,29.3
0.78,0.22,0.0,4.8
0.62,0.1,2.5,8.8
1.18,0.2,1.39,8.3
1.04,0.22,0.61,9.1
0.98,0.17,0.53,12.2
1.48,0.2,3.42,18.5
0.72,0.17,0.28,6.2
1.15,0.14,2.3,18.4
1.81,0.24,3.37,16.3
1.28,0.17,0.99,5.4
1.53,0.29,2.69,9.7
1.54,0.23,1.12,15.3
1.01,0.22,3.48,23.5
2.42,0.21,9.43,41.1
1.75,0.17,5.48,21.9
1.13,0.28,0.77,4.6
0.56,0.14,0.0,9.6
0.8,0.1,2.14,16.0
2.1,0.18,7.23,37.3
1.3,0.18,2.6,15.6
2.48,0.17,13.75,50.0
0.63,0.2,2.27,10.8
1.66,0.32,2.44,12.2
1.15,0.26,2.11,15.8
1.8,0.33,2.94,11.0
1.35,0.15,4.97,16.1
1.49,0.24,3.6,21.6
1.17,0.24,1.0,13.0
2.65,0.17,17.36,45.1
1.28,0.17,0.0,8.0
0.52,0.17,0.8,15.2
1.03,0.2,1.02,15.3
1.55,0.2,3.26,12.0
1.25,0.19,3.5,21.0
0.55,0.31,0.0,12.7
1.13,0.24,1.14,8.6
1.52,0.27,3.73,16.4
1.06,0.17,1.58,8.8
1.44,0.12,1.71,27.4
1.57,0.22,2.4,16.8
1.12,0.19,1.18,13.6
1.11,0.3,1.32,11.8
1.62,0.18,2.26,13.5
0.65,0.14,0.62,8.8
0.92,0.15,0.42,5.9
1.61,0.24,1.94,5.8
2.3,0.22,9.39,32.0
0.99,0.26,1.4,7.7
1.91,0.28,0.66,6.6
0.93,0.23,0.0,5.1
3.34,0.2,12.23,30.2
1.38,0.19,2.33,8.1
1.01,0.17,0.0,14.5
1.58,0.18,1.71,12.6
0.88,0.22,0.0,8.0
3.62,0.36,8.05,22.9
1.03,0.22,1.0,9.0
1.21,0.17,2.27,17.4
0.93,0.16,1.18,11.2
0.79,0.33,1.03,19.6
0.79,0.2,0.8,18.4
1.62,0.18,2.78,15.6
1.49,0.22,6.98,25.6
0.78,0.17,1.03,8.2
1.37,0.24,0.55,10.1
0.89,0.2,0.0,9.6
1.44,0.2,8.24,31.8
1.58,0.19,1.19,14.3
2.32,0.29,4.95,9.9
1.13,0.18,1.58,6.8
1.19,0.23,0.57,12.1
1.55,0.25,1.85,5.9
0.58,0.2,2.91,19.2
1.51,0.22,1.44,10.3
0.98,0.08,0.0,13.6
2.19,0.15,3.94,21.3
1.6,0.26,1.03,6.2
0.52,0.17,0.34,12.0
1.11,0.15,0.0,6.5
2.51,0.24,7.41,34.6
0.97,0.13,0.0,8.2
1.16,0.21,2.08,7.3
1.1,0.22,4.88,15.9
0.85,0.27,0.66,11.2
2.13,0.23,2.27,15.9
1.86,0.18,5.67,19.9
0.49,0.13,1.18,10.2
0.95,0.23,0.0,10.5
1.35,0.24,2.24,11.9
1.53,0.19,2.75,8.3
1.05,0.29,1.24,9.9
2.35,0.24,5.37,21.5
1.17,0.24,1.74,10.4
0.63,0.2,1.99,11.3
0.69,0.19,0.0,18.6
1.25,0.21,0.0,11.5
1.23,0.35,0.0,5.3
5.15,0.48,13.6,21.6
1.36,0.12,5.11,24.1
1.18,0.29,1.99,11.9
0.76,0.1,4.8,29.6
1.42,0.21,4.65,14.0
1.09,0.19,0.61,12.1
2.26,0.31,13.08,35.5
0.34,0.29,0.0,5.4
1.55,0.21,2.54,6.8
1.05,0.17,3.45,14.7
1.65,0.21,3.27,22.9
1.16,0.25,1.45,13.0
0.69,0.18,0.95,11.4
1.86,0.23,4.55,19.3
2.07,0.18,5.94,28.2
1.87,0.21,1.89,11.8
0.81,0.29,0.0,6.9
0.75,0.18,0.0,15.2
2.0,0.21,7.17,30.0
1.77,0.31,3.77,16.0
1.53,0.14,3.33,26.7
1.0,0.22,3.33,25.0
1.58,0.22,2.7,10.8
2.22,0.27,4.62,37.0
2.29,0.21,3.66,14.7
0.74,0.21,0.92,6.4
1.47,0.29,2.79,14.0
0.48,0.13,0.32,11.2
1.87,0.22,3.51,16.7
1.88,0.27,3.57,21.1
1.27,0.16,0.79,11.0
0.64,0.17,1.32,10.5
1.52,0.21,1.98,8.7
1.18,0.27,1.08,12.9
0.58,0.23,0.0,10.0
0.97,0.25,0.93,8.8
0.32,0.17,0.95,39.4
1.24,0.21,1.64,9.8
1.84,0.17,3.53,22.4
1.1,0.25,0.77,3.8
1.4,0.21,1.11,23.3
2.11,0.16,1.19,11.9
0.76,0.18,0.0,5.7
1.1,0.17,2.15,15.1
1.0,0.28,1.45,12.8
1.05,0.2,0.46,7.9
0.93,0.19,0.0,7.5
1.32,0.25,2.64,7.5
1.47,0.16,5.81,15.1
0.64,0.2,2.13,12.8
1.2,0.18,1.04,10.4
0.69,0.24,0.0,12.0
1.11,0.28,1.11,11.1
2.04,0.3,2.13,8.5
1.53,0.24,2.35,18.8
0.85,0.24,1.85,9.3
0.39,0.12,1.36,11.9
2.08,0.24,2.04,18.4
6.73,0.54,22.5,37.5
1.35,0.22,1.89,11.3
2.47,0.23,4.3,11.8
0.4,0.19,0.56,5.6
2.39,0.26,5.62,28.1
1.06,0.23,0.63,13.8
1.52,0.22,3.06,18.4
1.26,0.23,2.09,12.1
0.65,0.22,0.56,7.8
1.13,0.19,1.59,6.3
1.98,0.18,4.0,16.8
0.9,0.23,0.0,3.7
1.37,0.12,2.5,13.8
1.02,0.2,0.69,7.1
1.01,0.23,1.42,12.8
1.58,0.21,2.22,9.6
1.45,0.16,3.03,23.2
0.61,0.25,0.17,5.0
0.89,0.25,0.0,17.9
0.99,0.22,1.46,5.7
1.73,0.25,2.39,6.6
1.42,0.2,2.31,8.5
2.16,0.26,5.79,22.8
2.16,0.23,3.49,9.5
1.07,0.2,1.1,8.3
0.87,0.19,2.03,29.9
1.39,0.22,0.71,10.6
0.58,0.17,0.96,13.5
0.66,0.16,0.85,7.7
0.68,0.21,0.89,10.4
1.4,0.13,1.04,20.8
1.65,0.19,4.2,15.1
1.06,0.21,1.92,20.2
1.73,0.21,4.59,21.1
1.06,0.28,0.0,10.7
1.0,0.28,4.92,13.9
1.06,0.16,5.68,25.0
0.97,0.18,1.52,14.2
1.04,0.18,2.14,12.1
1.31,0.15,1.15,12.6
1.43,0.21,2.21,11.8
1.16,0.16,3.35,26.8
1.22,0.21,5.0,26.0
0.83,0.15,1.32,12.6
0.66,0.15,0.37,9.7
0.96,0.21,1.92,6.2
0.69,0.14,1.63,16.3
1.41,0.25,2.27,10.8
0.91,0.29,0.93,9.3
1.96,0.28,3.51,14.0
1.52,0.14,3.75,13.8
1.41,0.19,1.09,17.4
0.56,0.15,0.0,7.5
1.78,0.21,8.75,31.2
1.25,0.21,1.53,10.7
2.28,0.25,5.49,17.6
0.8,0.15,1.61,13.7
1.17,0.22,2.14,9.1
1.33,0.25,2.84,7.1
0.97,0.11,0.75,10.5
1.52,0.24,1.03,17.5
3.09,0.24,4.47,16.8
2.27,0.28,3.91,12.5
1.05,0.27,0.0,15.5
2.18,0.25,8.14,32.6
2.84,0.28,8.06,23.7
1.24,0.22,2.28,14.6
2.1,0.22,3.08,11.5
1.14,0.21,0.5,6.0
1.67,0.23,1.89,20.3
0.9,0.22,3.16,13.7
0.62,0.22,0.0,5.4
1.23,0.31,1.65,9.1
1.08,0.22,0.54,7.0
1.62,0.14,5.88,9.6
1.68,0.21,1.94,8.4
0.58,0.12,0.55,8.2
1.01,0.33,0.0,6.5
0.87,0.29,0.0,15.4
1.3,0.21,1.75,11.4
0.8,0.21,0.0,11.1
1.05,0.14,1.85,13.9
1.56,0.22,6.02,18.1
0.95,0.26,2.7,18.2
5.41,0.27,12.03,23.7
1.26,0.14,1.18,5.3
0.54,0.16,0.0,10.4
0.98,0.22,0.81,13.7
0.78,0.26,0.79,13.4
1.4,0.25,0.94,18.4
0.79,0.22,0.73,8.2
0.87,0.22,0.5,8.4
1.1,0.18,1.25,15.0
1.18,0.25,3.45,26.2
0.76,0.22,3.57,19.6
1.97,0.32,1.97,12.5
1.15,0.28,0.0,5.8
0.76,0.16,1.68,8.4
2.75,0.29,5.95,34.5
1.56,0.16,3.0,16.0
1.47,0.15,3.77,23.6
0.78,0.22,0.83,11.2
1.31,0.18,1.88,20.0
1.68,0.24,1.72,11.2
0.75,0.18,0.62,10.0
1.03,0.17,0.0,14.1
1.64,0.13,5.26,16.7
1.07,0.24,1.61,14.5
1.47,0.19,5.0,28.8
1.15,0.19,2.19,14.0
1.32,0.15,1.44,7.9
3.56,0.21,9.12,25.5
1.12,0.13,0.66,10.5
0.81,0.12,0.0,14.6
1.05,0.18,0.87,16.5
0.96,0.18,0.0,9.2
1.66,0.34,8.25,18.6
1.36,0.33,3.17,21.7
1.42,0.17,1.11,14.4
0.89,0.26,1.12,13.5
0.58,0.22,0.51,14.9
1.24,0.16,2.38,13.1
0.95,0.26,0.6,12.0
1.04,0.25,0.0,8.8
1.61,0.14,2.84,23.7
0.85,0.19,1.2,9.6
1.33,0.24,0.81,5.7
1.1,0.13,1.47,22.8
0.95,0.19,0.86,9.1
1.93,0.19,5.0,16.2
1.07,0.19,0.0,5.5
1.46,0.18,3.87,14.8
0.96,0.26,4.65,22.8
1.99,0.28,1.9,20.0
1.22,0.16,2.2,26.4
1.54,0.18,0.95,9.5
1.37,0.28,1.32,9.3
1.76,0.19,2.86,18.8
1.4,0.27,4.49,15.7
1.4,0.14,1.14,12.6
1.18,0.22,0.0,15.9
1.52,0.2,0.0,12.6
2.06,0.3,3.33,5.6
0.5,0.27,0.55,13.7
1.83,0.22,2.89,13.4
1.96,0.2,2.46,22.1
0.74,0.17,0.0,12.4
1.16,0.14,2.03,22.3
0.45,0.11,0.0,18.2
0.93,0.27,0.34,8.4
1.22,0.22,5.77,23.1
0.99,0.13,1.23,13.6
1.45,0.27,2.15,15.1
0.78,0.22,0.87,6.9
0.9,0.17,0.68,13.5
1.54,0.14,2.97,13.9
2.12,0.16,4.42,29.2
1.46,0.24,2.33,23.3
1.32,0.2,0.99,9.9
1.53,0.25,1.79,19.6
1.08,0.32,3.08,18.5
1.43,0.15,5.47,30.1
1.44,0.2,3.82,16.0
0.86,0.22,0.74,10.3
1.18,0.15,0.0,10.2
1.17,0.16,1.16,13.4
1.25,0.3,2.54,14.4
1.46,0.21,2.2,16.5
1.37,0.17,4.1,8.7
1.25,0.17,4.71,43.5
0.78,0.09,0.85,14.5
1.64,0.2,1.97,11.3
1.25,0.34,1.39,11.1
1.25,0.28,1.69,17.8
0.78,0.28,0.81,13.9
2.05,0.22,2.5,8.8
0.77,0.19,0.0,12.1
1.11,0.26,0.7,15.4
1.47,0.25,2.17,20.7
1.04,0.15,1.18,10.6
1.25,0.36,1.18,7.1
2.53,0.25,7.01,33.8
2.01,0.2,3.59,13.8
1.13,0.28,2.0,18.0
1.13,0.16,0.0,8.4
1.59,0.29,1.34,5.0
0.48,0.22,0.0,15.6
1.01,0.14,2.91,14.6
0.48,0.15,0.0,12.2
0.61,0.17,0.0,11.2
0.41,0.2,0.29,7.7
1.18,0.29,1.23,8.6
0.9,0.3,2.27,9.1
0.8,0.21,0.98,6.1
1.29,0.14,3.42,11.6
1.63,0.21,2.63,12.1
1.07,0.32,3.33,15.9
1.61,0.17,3.24,26.4
0.89,0.16,1.15,12.6
1.25,0.24,1.0,3.5
1.11,0.26,1.82,17.3
0.63,0.27,2.14,11.4
0.66,0.2,0.61,8.3
0.58,0.21,0.83,12.5
1.06,0.17,0.78,16.4
0.89,0.22,4.6,10.3
2.16,0.24,8.49,26.4
1.14,0.1,2.52,8.2
1.41,0.23,3.7,24.7
0.94,0.24,1.21,11.2
0.96,0.21,0.88,8.8
0.54,0.17,0.0,10.7
1.26,0.27,1.18,7.1
2.11,0.21,3.74,16.8
0.78,0.23,1.07,9.1
2.51,0.27,4.63,16.7
3.46,0.22,7.11,21.0
1.08,0.18,0.8,8.8
1.32,0.21,2.99,10.8
0.92,0.13,0.0,14.4
1.62,0.25,3.41,20.5
1.02,0.15,1.39,4.2
1.57,0.25,2.29,9.1
0.96,0.15,2.82,16.2
1.41,0.29,2.29,17.4
1.11,0.16,0.0,10.6
1.87,0.32,2.27,14.8
1.09,0.15,1.43,12.4
1.17,0.18,1.92,18.3
1.5,0.17,5.3,23.5
1.31,0.21,1.1,19.8
1.01,0.16,1.79,8.5
1.79,0.19,2.33,25.6
1.08,0.2,0.0,12.4
0.88,0.18,1.29,14.4
1.02,0.28,0.0,15.7
0.87,0.16,3.75,17.5
0.58,0.18,0.35,5.5
2.54,0.28,5.68,20.5
1.48,0.23,2.04,7.1
1.17,0.2,0.4,4.8
0.87,0.21,3.79,15.2
1.32,0.28,1.74,13.5
1.14,0.2,4.0,20.0
2.54,0.24,6.36,18.2
0.96,0.28,1.69,17.4
1.85,0.28,3.03,18.9
0.8,0.24,0.0,11.7
0.89,0.18,0.0,4.8
1.04,0.16,1.15,20.1
0.92,0.25,0.71,7.9
1.42,0.31,1.91,8.9
1.05,0.15,3.61,12.0
1.93,0.25,1.19,6.0
0.36,0.16,0.65,13.5
1.16,0.14,1.01,10.1
1.26,0.17,1.33,11.1
0.47,0.11,2.11,10.5
1.11,0.19,0.36,11.2
1.35,0.2,0.0,18.7
3.11,0.24,9.91,21.6
1.16,0.21,1.14,10.8
1.32,0.22,2.8,18.7
1.77,0.22,1.86,15.5
0.92,0.21,1.6,11.2
1.15,0.18,0.0,9.1
0.94,0.26,1.19,16.7
1.6,0.24,2.68,14.3
2.44,0.19,7.98,23.3
1.46,0.3,1.9,15.7
3.24,0.32,11.83,24.7
2.1,0.24,2.9,13.0
1.93,0.19,2.36,6.4
1.55,0.3,4.55,17.0
1.56,0.2,6.9,24.1
1.43,0.24,2.22,14.6
1.34,0.14,0.82,12.3
0.59,0.19,0.87,6.1
2.94,0.27,7.38,18.1
0.87,0.14,0.52,16.1
0.71,0.28,1.54,8.5
1.85,0.26,3.36,15.7
1.28,0.34,0.0,3.8
1.02,0.26,0.77,6.2
1.23,0.25,0.0,16.1
1.47,0.2,1.56,10.9
1.2,0.21,1.16,10.5
1.22,0.14,0.65,10.3
0.6,0.23,1.15,9.8
0.79,0.17,0.66,9.9
1.03,0.17,1.82,20.4
2.73,0.31,11.19,39.6
0.6,0.17,0.0,8.1
1.14,0.14,1.23,15.4
1.23,0.28,1.59,11.2
1.0,0.18,0.0,3.0
1.09,0.15,0.0,10.5
1.54,0.27,4.08,15.6
1.16,0.2,3.03,21.4
1.37,0.25,0.91,7.3
1.58,0.24,1.09,6.5
1.08,0.26,0.0,12.8
0.69,0.18,0.31,10.0
0.77,0.13,1.9,9.5
0.8,0.17,1.22,19.1
1.16,0.16,1.97,19.2
2.23,0.2,5.48,17.1
0.78,0.2,0.0,18.7
1.63,0.18,1.23,7.4
2.82,0.23,7.9,26.8
2.76,0.29,7.61,32.1
1.87,0.31,1.69,11.3
2.59,0.21,10.2,25.9
1.84,0.2,0.0,10.2
0.95,0.18,0.28,7.1
3.55,0.33,7.41,14.8
2.23,0.2,4.59,30.3
1.01,0.25,0.0,9.6
2.02,0.16,7.64,32.2
0.82,0.29,1.16,20.9
1.0,0.13,1.87,11.2
1.29,0.36,1.2,9.6
1.2,0.2,0.0,8.3
0.94,0.18,0.78,8.6
1.38,0.22,2.99,20.9
1.03,0.22,0.53,10.6
1.46,0.2,0.0,3.2
0.68,0.18,0.33,13.0
1.73,0.19,2.61,22.6
1.25,0.18,2.08,18.1
1.74,0.24,4.58,13.0
0.83,0.15,0.94,11.3
0.72,0.2,0.0,5.5
1.18,0.2,3.23,25.8
0.92,0.14,3.28,17.5
0.74,0.15,0.82,13.9
0.88,0.21,0.8,16.0
1.07,0.2,1.19,12.5
1.43,0.25,0.79,21.3
0.71,0.2,0.35,6.4
2.02,0.22,3.7,23.0
1.0,0.11,0.0,9.6
1.49,0.24,1.21,5.5
0.79,0.25,2.27,23.5
0.95,0.28,0.89,9.8
0.95,0.13,2.05,20.5
0.96,0.18,0.0,6.7
2.15,0.2,3.61,20.5
0.84,0.2,2.88,17.3
0.64,0.22,0.0,10.7
0.7,0.25,0.47,7.9
0.95,0.17,0.92,15.6
2.69,0.26,8.53,28.7
0.57,0.24,1.05,23.2
0.89,0.23,0.91,6.4
1.73,0.2,0.0,8.1
1.09,0.21,0.81,5.6
1.79,0.2,1.2,3.6
1.97,0.21,4.69,10.2
0.65,0.18,0.0,8.1
0.87,0.19,0.84,11.8
0.75,0.16,0.0,10.8
1.22,0.18,2.04,11.2
0.97,0.19,0.0,11.7
1.05,0.25,0.57,18.8
1.1,0.24,2.78,12.0
1.12,0.16,2.03,8.8
1.11,0.24,3.33,23.3
0.27,0.09,0.0,15.7
1.58,0.18,1.64,13.1
0.89,0.33,0.66,7.9
1.34,0.18,1.19,9.1
2.02,0.19,5.0,20.0
0.97,0.2,0.0,8.5
1.17,0.19,0.33,5.9
0.96,0.18,0.62,9.9
1.16,0.17,4.08,19.4
0.99,0.19,1.25,15.0
1.71,0.29,5.76,22.0
0.96,0.2,2.86,20.0
1.05,0.17,1.87,9.3
1.38,0.32,1.03,11.3
2.06,0.15,4.6,24.1
1.0,0.27,2.09,15.2
2.82,0.25,7.16,28.9
0.98,0.12,1.96,11.8
1.34,0.19,0.72,8.7
0.94,0.14,0.0,4.7
0.89,0.26,2.72,18.4
1.81,0.18,1.8,8.1
1.93,0.18,2.65,9.0
1.0,0.24,0.0,14.5
1.18,0.2,0.49,4.9
0.79,0.24,0.66,13.8
2.16,0.21,1.59,8.7
1.14,0.17,1.57,15.7
1.46,0.13,2.35,20.0
0.84,0.24,1.01,12.1
1.56,0.15,1.85,13.0
0.68,0.14,0.46,8.7
1.22,0.29,1.15,4.6
1.57,0.18,5.95,20.2
0.76,0.22,0.48,10.1
0.91,0.19,0.0,6.4
2.09,0.24,1.09,4.3
1.09,0.25,1.55,28.7
0.95,0.2,2.27,10.2
1.32,0.29,1.16,16.3
0.8,0.23,0.0,8.5
1.39,0.17,2.42,13.3
2.17,0.16,4.0,20.8
2.95,0.19,4.64,13.9
1.14,0.16,0.0,7.1
0.77,0.22,0.0,8.4
0.53,0.14,0.0,10.7
1.11,0.19,2.97,9.9
1.72,0.28,3.85,11.5
0.92,0.18,3.23,12.9
1.33,0.21,2.73,18.2
1.35,0.17,3.97,22.2
1.37,0.13,2.5,13.8
0.87,0.18,0.0,9.4
2.31,0.28,3.75,11.2
1.66,0.35,9.18,27.6
0.68,0.32,1.03,21.6
2.36,0.25,3.23,20.4
1.13,0.16,1.45,10.1
0.97,0.18,1.64,9.0
2.5,0.21,4.88,22.0
2.47,0.24,4.68,15.3
0.64,0.18,0.3,4.7
0.68,0.21,3.0,20.0
0.69,0.18,0.78,9.7
0.77,0.22,0.0,8.2
0.85,0.19,1.61,10.2
1.11,0.21,2.67,25.3
0.9,0.21,2.13,13.5
1.45,0.17,2.38,8.3
0.61,0.12,1.02,9.2
2.01,0.25,2.29,12.2
0.86,0.21,1.8,10.8
0.53,0.19,0.35,8.5
0.94,0.35,2.04,7.7
0.73,0.16,0.37,9.6
1.68,0.19,4.81,16.3
1.34,0.16,0.0,11.9
1.69,0.21,4.86,11.1
1.3,0.18,0.81,10.6
1.66,0.24,0.0,8.4
1.01,0.16,0.3,8.7
1.09,0.31,1.98,10.9
1.22,0.26,2.52,16.0
1.03,0.17,0.0,4.2
0.83,0.25,1.04,19.8
0.94,0.23,1.99,13.4
0.58,0.17,1.28,11.5
1.05,0.25,0.0,12.1
0.9,0.22,0.72,7.9
1.25,0.18,0.63,13.2
1.48,0.3,0.97,5.8
1.6,0.25,1.09,16.3
0.91,0.23,0.0,8.6
1.4,0.3,6.06,24.2
1.06,0.19,2.46,13.9
1.76,0.29,3.05,9.9
1.02,0.17,3.47,10.4
0.83,0.21,2.33,11.6
3.19,0.28,12.94,30.6
1.08,0.24,1.06,10.2
1.42,0.21,4.88,22.0
1.35,0.18,1.18,9.4
0.81,0.22,0.0,11.1
1.56,0.18,3.45,8.0
0.76,0.12,0.0,12.0
1.48,0.27,3.26,12.0
1.0,0.17,1.22,13.4
1.06,0.31,1.15,11.9
1.19,0.13,5.65,34.3
1.09,0.2,0.0,12.1
1.83,0.2,5.52,15.2
1.11,0.2,2.75,10.6
1.62,0.26,1.88,20.0
1.17,0.18,1.0,11.5
0.81,0.26,0.95,12.8
0.96,0.17,0.0,13.2
1.55,0.23,2.42,16.9
1.16,0.22,4.0,27.2
0.63,0.18,0.85,15.0
1.05,0.24,1.44,10.5
1.56,0.24,8.33,32.3
1.56,0.17,0.51,10.2
